Id,Title,Action,Drama,Adventure,Sci-Fi,Fantasy,Comedy,Romance,Thriller,Crime,War,Mystery,Animation,Children,Horror,Musical,Documentary,IMAX,Western,Film-Noir,Ratings,Label
5503, Five Deadly Venoms (1978),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,3
5504, Last Hurrah for Chivalry (Hao xia) (1979),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,2
5505," Clonus Horror, The (1979)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.3,2
5506, Snake in the Eagle's Shadow (Se ying diu sau) (1978),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
5507, Hair (1979),0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,2
5508, Love at First Bite (1979),0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9,0
5509," Hitch Hikers Guide to the Galaxy, The (1981)",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
5510, Smiley's People (1982),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3,0
5511, Blue Thunder (1983),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
5512," Day After, The (1983)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2
5513, Eddie Murphy Delirious (1983),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.4,2
5514," Norte, El (1984)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,3
5515, Twilight Zone: The Movie (1983),0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9,0
5516, Boy Meets Girl (1984),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
5517, Cloak & Dagger (1984),1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1.1,0
5518," Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.4,0
5519," Silent Night, Deadly Night (1984)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.4,2
5520," Times of Harvey Milk, The (1984)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,2
5521, What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
5522, Anne of Green Gables (1985),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.2,3
5523, Death of a Salesman (1985),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,2
5524, Ewoks: The Battle for Endor (1985),0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.9,2
5525, Police Story (Ging chaat goo si) (1985),1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.3,0
5526," Quiet Earth, The (1985)",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0
5527, Spies Like Us (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3
5528, White Nights (1985),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
5529, 'Round Midnight (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.8,2
5530, Club Paradise (1986),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
5531," Sacrifice, The (Offret - Sacraficatio) (1986)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,3
5532," Better Tomorrow, A (Ying hung boon sik) (1986)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.5,3
5533," Decalogue, The (Dekalog) (1989)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.1,2
5534, G.I. Joe: The Movie (1987),1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,0
5535, Hell Comes to Frogtown (1988),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,3
5536," Law of Desire (Ley del deseo, La) (1987)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2
5537, Prince of Darkness (1987),0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.8,1
5538," Chinese Ghost Story, A (Sinnui yauwan) (1987)",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.0,3
5539," Better Tomorrow II, A (Ying hung boon sik II) (1987)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.4,3
5540," Bourne Identity, The (1988)",1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.4,2
5541, Dominick and Eugene (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
5542, Killer Klowns from Outer Space (1988),0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.8,1
5543, Moonwalker (1988),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.4,3
5544, Alice (Neco z Alenky) (1988),0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.5,1
5545, Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1
5546, Lonesome Dove (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,2
5547, Kiki's Delivery Service (Majo no takkyûbin) (1989),0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.8,2
5548, Almost an Angel (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2
5549, Cry-Baby (1990),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.1,1
5550, Bullet in the Head (1990),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.9,3
5551, Ghost Dad (1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3
5552, It (1990),0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2.6,1
5553, Ju Dou (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1
5554," Krays, The (1990)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
5555, Lionheart (1990),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
5556, Nuns on the Run (1990),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9,0
5557, Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,8.8,3
5558, State of Grace (1990),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.6,2
5559, 35 Up (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,2
5560, Days of Being Wild (A Fei jingjyuhn) (1990),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
5561, Begotten (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.7,2
5562, Dutch (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1
5563, Hearts of Darkness: A Filmmakers Apocalypse (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9,1
5564, Johnny Stecchino (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,2
5565, Riki-Oh: The Story of Ricky (Lik Wong) (1991),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.1,3
5566, Mannequin 2: On the Move (1991),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
5567, Only Yesterday (Omohide poro poro) (1991),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7,3
5568, Other People's Money (1991),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
5569, Quigley Down Under (1990),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1
5570, Prime Suspect 2 (1992),0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,5.2,2
5571, Captain America (1990),1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.9,1
5572, City Hunter (Sing si lip yan) (1993),1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
5573, Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9.6,3
5574," Stolen Children (Ladro di bambini, Il) (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
5575, Ladybugs (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,2
5576," Mambo Kings, The (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
5577, Shining Through (1992),0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7.0,2
5578, Sidekicks (1992),1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.4,1
5579," Heart in Winter, A (Un coeur en hiver) (1992)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,2
5580, Visions of Light: The Art of Cinematography (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,2
5581, Bad Boy Bubby (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
5582, Barbarians at the Gate (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1
5583, Fortress (1992),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
5584, Mr. Nanny (1993),1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0
5585," Snapper, The (1993)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1
5586, Sonatine (Sonachine) (1993),1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.7,3
5587," Stand, The (1994)",0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.4,3
5588," Darkman II: Return of Durant, The (1995)",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.1,0
5589, Freaked (1993),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1
5590, Fist of Legend (Jing wu ying xiong) (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,2
5591, Major League II (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
5592, My Father the Hero (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
5593," Pure Formality, A (Pura formalità, Una) (1994)",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1.5,0
5594," Langoliers, The (1995)",0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.3,2
5595," Last Wedding, The (Kivenpyörittäjän kylä) (1995)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
5596, Last of the Dogmen (1995),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.9,2
5597, Whisper of the Heart (Mimi wo sumaseba) (1995),0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.9,2
5598, Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7,3
5599," Summer's Tale, A (Conte d'été) (1996)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
5600," Late Shift, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
5601, Pusher (1996),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.8,1
5602, Emma (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
5603," Boxer, The (1997)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1,0
5604, Gummo (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1
5605, Nirvana (1997),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,3
5606," Lion King II: Simba's Pride, The (1998)",0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,8.4,3
5607, From the Earth to the Moon (1998),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.8,3
5608, Beowulf (1999),1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.1,2
5609, RKO 281 (1999),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
5610, From Dusk Till Dawn 2: Texas Blood Money (1999) ,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.9,1
5611, Gia (1998),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
5612, Thursday (1998),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.6,3
5613, Who Am I? (Wo shi shei) (1998),1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,3
5614, Merlin (1998),1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
5615, Brave New World (1998),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
5616, Addams Family Reunion (1998),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2,2
5617, Purgatory (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9,0
5618, Bleeder (1999),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.8,3
5619, Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9,0
5620, Candyman 3: Day of the Dead (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,2
5621," Batman/Superman Movie, The (1998)",1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8.6,3
5622," Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0
5623, Style Wars (1983),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3,1
5624, In July (Im Juli) (2000),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
5625, Kirikou and the Sorceress (Kirikou et la sorcière) (1998),0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.9,1
5626, Taxi 2 (2000),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3
5627, If These Walls Could Talk 2 (2000),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
5628," 10th Kingdom, The (2000)",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2
5629," Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
5630, 2046 (2004),0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3
5631, Bartleby (2001),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1
5632, Batman Beyond: Return of the Joker (2000),1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.1,0
5633, Audition (Ôdishon) (1999),0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,6.3,2
5634," Nine Lives of Tomas Katz, The (2000)",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1
5635, Monday (2000),1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6.9,2
5636, Paradise Lost 2: Revelations (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0
5637, Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,3
5638, Daria: Is It Fall Yet? (2000),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8,0
5639, Late Night Shopping (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
5640, 61* (2001),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1
5641, Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4.4,1
5642, Ripley's Game (2002),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.3,3
5643, Jalla! Jalla! (2000),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
5644, Teknolust (2002),0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
5645," Accidental Spy, The (Dak miu mai shing) (2001)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,1
5646, Darkness (2002),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,1
5647, Blood: The Last Vampire (2000),1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0
5648, Blueberry (2004),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.4,2
5649, American Psycho II: All American Girl (2002),0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,9.9,3
5650, Ali G Indahouse (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1
5651, Dead or Alive 2: Tôbôsha (2000),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.3,3
5652, Cube 2: Hypercube (2002),0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8.1,3
5653, Pulse (Kairo) (2001),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.3,3
5654, Dog Days (Hundstage) (2001),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,2
5655, My Sassy Girl (Yeopgijeogin geunyeo) (2001),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
5656, Nothing (2003),0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.3,1
5657, Undertaking Betty (Plots with a View) (2002),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
5658, Dead or Alive: Final (2002),0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.4,1
5659, Fubar (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1
5660," Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.9,0
5661, Dead End (2003),0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,8.4,3
5662, Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0
5663, Jesus Christ Vampire Hunter (2001),1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9.8,3
5664, Suicide Club (Jisatsu saakuru) (2001),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.9,3
5665, Battlestar Galactica (2003),0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,2
5666," Sound of Thunder, A (2005)",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.2,3
5667," Lion King 1½, The (2004)",0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.7,0
5668, Oasis (2002),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
5669, Remember Me (Ricordati di me) (2003),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
5670," Animatrix, The (2003)",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6,1
5671," Brown Bunny, The (2003)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
5672, Ju-on: The Curse (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4,2
5673, 11:14 (2003),0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,7.3,2
5674, Tremors 4: The Legend Begins (2004),1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5.2,2
5675, Bring It On Again (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
5676," Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.3,3
5677, And Starring Pancho Villa as Himself (2003),1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.7,1
5678, Nicotina (2003),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
5679, Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.1,3
5680, In Hell (2003),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,1
5681, Lemony Snicket's A Series of Unfortunate Events (2004),0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.2,2
5682, Helen of Troy (2003),1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1
5683," Green Butchers, The (Grønne slagtere, De) (2003)",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.6,2
5684," Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.1,1
5685, Last Life in the Universe (Ruang rak noi nid mahasan) (2003),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
5686, Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.9,1
5687," Cat Returns, The (Neko no ongaeshi) (2002)",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.9,0
5688," Twilight Samurai, The (Tasogare Seibei) (2002)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
5689," Facing Windows (Finestra di fronte, La) (2003)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1
5690, Ginger Snaps: Unleashed (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8,0
5691, 'Salem's Lot (2004),0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1.6,0
5692, Comic Book: The Movie (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
5693, Intimate Strangers (Confidences trop intimes) (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1
5694, Down to the Bone (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
5695, Ju-on: The Grudge (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,1
5696, Old Boy (2003),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.6,3
5697, Red Lights (Feux rouges) (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,3
5698, Ginger Snaps Back: The Beginning (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0
5699, One Missed Call (Chakushin ari) (2003),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.8,3
5700," Jacket, The (2005)",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.8,1
5701, Millions (2004),0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.3,1
5702, Starship Troopers 2: Hero of the Federation (2004),1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7,0
5703, Ong-Bak: The Thai Warrior (Ong Bak) (2003),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7,1
5704, Infernal Affairs 2 (Mou gaan dou II) (2003),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.5,1
5705," Sea Inside, The (Mar adentro) (2004)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,2
5706, Spanglish (2004),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3
5707," Chorus, The (Choristes, Les) (2004)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2
5708, Saints and Soldiers (2003),1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0
5709," Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,2
5710," Interpreter, The (2005)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,3
5711, Open Water (2003),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,2
5712, Touch of Pink (2004),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1
5713, Slasher (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.7,1
5714," Bobby Jones, Stroke of Genius (2004)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
5715, Layer Cake (2004),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.8,1
5716," Return, The (Vozvrashcheniye) (2003)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,3
5717, Flight of the Phoenix (2004),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,3
5718, Mean Creek (2004),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0
5719," Ring Two, The (2005)",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2.8,1
